input_text,vibe_label,,,,
"Categories: Restaurants, Mexican | Review: The first time I went to Little Alex's was the fall of 2004 as a freshman with my college roommate's parents, and I ordered the flautas as did my incredibly picky roommate. The atmosphere, the food and the price was just right, and a tradition was born. Given the proximity to Westmont, I had my fair share of Little Alex's while in college, and since I've left, it is always part of my itinerary when I return. And for the last 11 years I have always ordered the flautas, so, not surprisingly, I am going to recommend the consistently amazing flautas. There isn't much to them, but after tasting my friends meals there, the flautas are my favorite. Definitely get the guacamole and sour cream on the side, and enjoy!",group_friendly,,,,
"Categories: Caterers, Event Planning & Services, Ice Cream & Frozen Yogurt, Desserts, Food | Review: Great customer service. Fast and knowledgeable. The ice cream flavors are unique and delicious! Carp was in need of this ice cream shop!",casual_hangout,,,,
"Categories: Mexican, Restaurants, Seafood | Review: Nondescript Mexican food, coupled with poor patio service.  We ordered drinks, had the appetizer sampler and some tacos, and everything was alright. Nothing special.  However, having to flag down the server multiple times was a real let down.  I would be unlikely to return.",late_night,,,,
"Categories: Lounges, American (New), Burgers, Cocktail Bars, Bars, Sports Bars, Nightlife, Restaurants | Review: Great neighborhood bar with fun bartenders. They welcomed us with open arms, even if we weren't locals. Highly recommend stopping by for a few drinks and some fun.",late_night,,,,
"Categories: Nightlife, Seafood, Restaurants, Bars, Cocktail Bars, Burgers, Fish & Chips, Sandwiches | Review: Great ambiance and yummy food. Fair prices and great portions. 
I had dinner and lunch there and the fish, clam chowder were delicious. 
Friendly staff too.",late_night,,,,
"Categories: Mexican, Restaurants | Review: This Mexican food was so delicious! I would go back here in a heartbeat. A little jealous of people who live in Santa Bárbara. The portions are very good and service is solid even when they are busy.",late_night,,,,
"Categories: Seafood, American (New), Sandwiches, Steakhouses, Restaurants, Bars, Nightlife | Review: Celebrated Manny's bday at this restaurant last night. The service was great and the food was amazing.",late_night,,,,
"Categories: Seafood, Venues & Event Spaces, Cocktail Bars, Restaurants, Nightlife, Breakfast & Brunch, American (Traditional), Event Planning & Services, Bars, American (New) | Review: Really fun new location. Had a simple lunch (ahi poke) and a glass of wine. Pleasant staff and nice atmosphere. Looking forward to visiting again.",late_night,,,,
"Categories: Nightlife, Food, Coffee & Tea, Coffeeshops, Internet Cafes | Review: Seriously the best place ever. Awesome employees, wonderful beverages, delicious food. It doesn't get much better! And it seems to be a nice, quiet, cozy place for studying or doing any kind of work. 
Love this place!",study_spot,,,,
"Categories: Restaurants, Fast Food, Mexican, Tacos, Burgers, Breakfast & Brunch | Review: SAVE YOUR SELF THE TRIP HERE BECUASE THEY SUCK! 

I lived in a few towns here locally and have trieds several different jack in the cracks, they are my favorite but this one should even be called Jacks. It actully made me change my prefference to Carls jr. I love the tacos but dont go here for them unless you want to be grossed out. Ever time I think service here might have gotten better I always end up dissapointed. I love jacks tacos, just not from this jack in the box. to top if dont complain to those that work their unless you want to be looked at funny or have a worker try and defend themselves like your attacking them. Im just letting you know no need to get all defensive, just fix the issue.

I decided to complained to corporate about there refired tacos and how thier service was horrible. it has happened one to many times, im just fed up with them. The tacos stale and dark brown, not sure if its the oil or they just over cooking them or what ever the issue is but they are not suppose to be like that. icing on the cake, they even forgot to put my chicken sandwhich in the bag and my jalepeno poppers. ok, my mistake for not checking the bag, but that shouldnt be my job. I should get discounted price if i need to check the bag thats like half the work.

When I called corporate they sent me one coupon for my item two weeks later. I was like wow great im going to go back for my combo meal that I order, nope i was mistaken. the manager said it was one only for one item WTF MATE i paid 7 buicks for a spicy chiken combo and you give me a voucher for an item that wont cost over $3.50?. How to they expect to keep my business if they only give me a voucer for one item when my whole meal was ruined becuase I had to go back and forth to pick up the items they forget. gas is not cheap in SB and thats taking time out of my day for a lame inconvience.  

Oh and another thing NAT FLIES by the drinking area is gross. I think the only reason why this location stays open is becuase the college kids dont care, they go in drunk on a late night and keep this shameful bussiness going... Im writing a formal compliant to the heath inspector, lets see if that changes anything. New management or workers? Yes, Please either will be fine!!!!!",family_friendly,,,,
"Categories: Seafood, Restaurants, Hawaiian, American (New), Breakfast & Brunch | Review: Really cute place to come if you wanna be by the beach and enjoy some food. The view is really nice and they have these fire pits too to enjoy the weather. The food was average, it wasn't anything special. We ordered the steamed clams for the table- I've had better. I got the pan seared scallops which were pretty good but the tomato sauce overpowered all the other good flavors in the risotto. Not a bad place considering the location.",family_friendly,,,,
"Categories: Arts & Entertainment, Food, Bars, Nightlife, Wine Bars, Wineries, Wine Tasting Room | Review: We were suggested by Martin Brown @ Kalyra to pop in here and were glad we did.  (When we originally passed it, we didn't even realize it was a tasting room at the time.)  Apparently, this concept was a combination of different vintners coming together and they have done a great job in what they do.  The wine pourer was friendly and, although it was strangely unpacked (It was a Friday and there were also only a handful of people that entered Kalyra while we were there earlier), we definitely can see this place as a hit.

Bottom Line - Another fun spot to hit when in the ""funk zone""/on the urban wine trail. =)",late_night,,,,
"Categories: Food, Ice Cream & Frozen Yogurt, Desserts | Review: Just amazingly good. Best ice cream sandwich EVER. Their chocolate chip sea salt cookies are out of this world good, especially with a huge amount of ice cream between two of them. Gosh, one of my favorite treats! Also a plus is that even though they are packed with a line out the door a lot of the time. They are able to work efficiently and the line moves fast! yay. service is friendly and they even have espresso. Ice cream and espresso. YUP",casual_hangout,,,,
"Categories: Restaurants, Thai | Review: TAP is awesome! such great service and delicious food. I wouldn't go anywhere else in SB for authentic khao soi ghai! and i'm a girl who knows her khao soi ghai!

Five stars, tap! i've always got room for you in my tummy! so make like a keg and get tapped!",casual_hangout,,,,
"Categories: Restaurants, Food, American (New), Wine Bars, Nightlife, Venues & Event Spaces, Bars, Event Planning & Services | Review: I had a fabulous salad for lunch here three weeks ago. The smoked salmon was light and delicious. The grilled shrimp was cooked perfectly - tender, juicy and sweet. Nothing worse than overcooked shrimp.The watercress was such a nice departure from your usual mixed greens and the dressing was creamy yet light and not overpowering. Wish I lived closer to try this again as well as other items from their menu.",late_night,,,,
"Categories: Restaurants, Indian, Himalayan/Nepalese | Review: I like the food but I always feel like I'm being scammed when rice isn't included in curry prices. A bit spendy.",casual_hangout,,,,
"Categories: Restaurants, Bars, Caterers, Mexican, Salad, Event Planning & Services, Desserts, Food, Nightlife | Review: Came here when passing through town. For $30 we got a cheese and steak quesadilla and 2 rajas tamales, plus 2 fountain drinks. Quesadilla fed my two kids. I had two tamales and ordered salad instead of rice and beans. Tamales were small and skimpy on cheese. I was still hungry and i eat small meals. The salad was ceasar which croutons which is unusual for mexican restaurant. I have gluten allergy but didn't send it back. My daughter ended up eating it. Salaa bar lookes great and pico de gallo was fresh. Probably not a repeat place for us.",late_night,,,,
"Categories: Seafood Markets, Specialty Food, Food | Review: This is the only fish market I'll buy my seafood from. I live right by the harbor and I take my dog on a walk to navy pier every Saturday to buy their crab and sea urchin. The live crab is awesome and it's all sold by the fishermen who actually catch the seafood. Everything is live, wild and fresh. Love the black cod and yellow tail too.",casual_hangout,,,,
"Categories: Coffee & Tea, Breakfast & Brunch, Restaurants, American (New), Food | Review: Stopped in this morning because I really needed to answer a few emails while traveling. Had a gluten-free pancake and Whalebird kombucha (my favorite). Staff was super friendly.",family_friendly,,,,
"Categories: American (New), Food, Restaurants, Coffee & Tea, Breakfast & Brunch | Review: Walked to this place from our airbnb house. It was a wonderful suprise to see gluten free bread on the menu. My wife had In your face eggs, while I had the gluten free frenchie. Then we topp3d it off with fresh fruit and mimosas. Everything was perfectly cooked and delivered to our table fast. Can't wait to come back tomorrow.",family_friendly,,,,
